time,leaf1 input packet rate,leaf1 output packet rate,leaf2 input packet rate,leaf2 output packet rate,leaf3 input packet rate,leaf3 output packet rate,leaf4 input packet rate,leaf4 output packet rate,leaf5 input packet rate,leaf5 output packet rate,leaf6 input packet rate,leaf6 output packet rate,leaf7 input packet rate,leaf7 output packet rate,leaf8 input packet rate,leaf8 output packet rate,spine1 input packet rate,spine1 output packet rate,spine2 input packet rate,spine2 output packet rate,spine3 input packet rate,spine3 output packet rate,spine4 input packet rate,spine4 output packet rate
1501867732970000000,1079765.0,878944.0,,,,,,,,,,,,,,,,,,,,,,
1501867732972000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867732975000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867732977000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867732979000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867732982000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867732984000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867732986000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867732989000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867732991000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867732994000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867732996000000,8400660.0,8028984.0,,,,,,,,,,,,,,,,,,,,,,
1501867732998000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867733942000000,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
1501867733944000000,,,,,,,,,,,,,,,,,,,7.0,5.0,,,,
1501867733947000000,,,,,,,,,,,,,,,,,,,1014291.0,605581.0,,,,
1501867733949000000,,,,,,,,,,,,,,,,,,,736478.0,289226.0,,,,
1501867733951000000,,,,,,,,,,,,,,,,,,,749424.0,1384398.0,,,,
1501867733954000000,,,,,,,,,,,,,,,,,,,1565701.0,600225.0,,,,
1501867733956000000,,,,,,,,,,,,,,,,,,,949700.0,768287.0,,,,
1501867733958000000,,,,,,,,,,,,,,,,,,,1290968.0,1056256.0,,,,
1501867733960000000,,,,,,,,,,,,,,,,,,,849470.0,1107591.0,,,,
1501867733963000000,,,,,,,,,,,,,,,,,,,1355435.0,976418.0,,,,
1501867733965000000,,,,,,,,,,,,,,,,,,,0.0,915953.0,,,,
1501867733967000000,,,,,,,,,,,,,,,,,,,0.0,1071564.0,,,,
1501867733970000000,,,,,,,,,,,,,,,,,,,1.0,868625.0,,,,
1501867733972000000,,,,,,,,,,,,,,,,,,,1.0,829400.0,,,,
1501867733974000000,,,,,,,,,,,,,,,,,,,692220.0,1041475.0,,,,
1501867733976000000,,,,,,,,,,,,,,,,,,,1016346.0,1389733.0,,,,
1501867733979000000,,,,,,,,,,,,,,,,,,,894863.0,802777.0,,,,
1501867733981000000,,,,,,,,,,,,,,,,,,,932974.0,970865.0,,,,
1501867733984000000,,,,,,,,,,,,,,,,,,,807494.0,539334.0,,,,
1501867733986000000,,,,,,,,,,,,,,,,,,,780063.0,803979.0,,,,
1501867733988000000,,,,,,,,,,,,,,,,,,,1111609.0,718824.0,,,,
1501867733990000000,,,,,,,,,,,,,,,,,,,717693.0,711890.0,,,,
1501867733993000000,,,,,,,,,,,,,,,,,,,1255844.0,535695.0,,,,
1501867733995000000,,,,,,,,,,,,,,,,,,,789920.0,840326.0,,,,
1501867733997000000,,,,,,,,,,,,,,,,,,,1264511.0,626222.0,,,,
1501867733999000000,,,,,,,,,,,,,,,,,,,1064975.0,670725.0,,,,
1501867734002000000,,,,,,,,,,,,,,,,,,,909741.0,1189879.0,,,,
1501867734004000000,,,,,,,,,,,,,,,,,,,779121.0,801272.0,,,,
1501867734006000000,,,,,,,,,,,,,,,,,,,606877.0,582457.0,,,,
1501867734008000000,,,,,,,,,,,,,,,,,,,967977.0,949983.0,,,,
1501867734011000000,,,,,,,,,,,,,,,,,,,567627.0,881587.0,,,,
1501867734014000000,,,,,,,,,,,,,,,,,,,703797.0,518818.0,,,,
1501867734016000000,,,,,,,,,,,,,,,,,,,1184097.0,814762.0,,,,
1501867734019000000,,,,,,,,,,,,,,,,,,,1168628.0,858825.0,,,,
1501867734299000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734301000000,,,,,,,,,,,,,,,7.0,5.0,,,,,,,,
1501867734304000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734307000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734309000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734312000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734314000000,,,,,,,,,,,,,,,1092479.0,1126095.0,,,,,,,,
1501867734317000000,,,,,,,,,,,,,,,1735138.0,1117326.0,,,,,,,,
1501867734319000000,,,,,,,,,,,,,,,1645659.0,990264.0,,,,,,,,
1501867734322000000,,,,,,,,,,,,,,,1572465.0,662235.0,,,,,,,,
1501867734324000000,,,,,,,,,,,,,,,883813.0,567894.0,,,,,,,,
1501867734326000000,,,,,,,,,,,,,,,517305.0,705529.0,,,,,,,,
1501867734329000000,,,,,,,,,,,,,,,814968.0,1183098.0,,,,,,,,
1501867734331000000,,,,,,,,,,,,,,,857636.0,1168313.0,,,,,,,,
1501867734333000000,,,,,,,,,,,,,,,731590.0,850821.0,,,,,,,,
1501867734336000000,,,,,,,,,,,,,,,1218354.0,594317.0,,,,,,,,
1501867734338000000,,,,,,,,,,,,,,,451323.0,1002740.0,,,,,,,,
1501867734340000000,,,,,,,,,,,,,,,1025185.0,731169.0,,,,,,,,
1501867734343000000,,,,,,,,,,,,,,,1081867.0,1507261.0,,,,,,,,
1501867734345000000,,,,,,,,,,,,,,,681677.0,1039564.0,,,,,,,,
1501867734347000000,,,,,,,,,,,,,,,781785.0,589225.0,,,,,,,,
1501867734350000000,,,,,,,,,,,,,,,755224.0,448551.0,,,,,,,,
1501867734352000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734355000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734357000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734359000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734361000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734364000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734366000000,,,,,,,,,,,,,,,340.0,2768.0,,,,,,,,
1501867734368000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734371000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734373000000,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1501867734375000000,,,,,,,,,,,,,,,6484108.0,8134450.0,,,,,,,,
1501867734377000000,,,,,,,,,,,,,,,7799491.0,7709726.0,,,,,,,,
1501867734760000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734763000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734765000000,,,7.0,5.0,,,,,,,,,,,,,,,,,,,,
1501867734768000000,,,3795514.0,4084924.0,,,,,,,,,,,,,,,,,,,,
1501867734771000000,,,3873919.0,3382297.0,,,,,,,,,,,,,,,,,,,,
1501867734775000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734778000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734785000000,,,845951.0,683777.0,,,,,,,,,,,,,,,,,,,,
1501867734787000000,,,1058647.0,869123.0,,,,,,,,,,,,,,,,,,,,
1501867734790000000,,,1070688.0,1158080.0,,,,,,,,,,,,,,,,,,,,
1501867734792000000,,,1474166.0,389671.0,,,,,,,,,,,,,,,,,,,,
1501867734794000000,,,773641.0,953558.0,,,,,,,,,,,,,,,,,,,,
1501867734797000000,,,1051757.0,1292960.0,,,,,,,,,,,,,,,,,,,,
1501867734799000000,,,1111036.0,845985.0,,,,,,,,,,,,,,,,,,,,
1501867734802000000,,,986098.0,1355776.0,,,,,,,,,,,,,,,,,,,,
1501867734805000000,,,1003887.0,963307.0,,,,,,,,,,,,,,,,,,,,
1501867734807000000,,,1145177.0,1437153.0,,,,,,,,,,,,,,,,,,,,
1501867734810000000,,,819455.0,1306509.0,,,,,,,,,,,,,,,,,,,,
1501867734812000000,,,775154.0,852796.0,,,,,,,,,,,,,,,,,,,,
1501867734815000000,,,1070831.0,1271328.0,,,,,,,,,,,,,,,,,,,,
1501867734817000000,,,862559.0,927956.0,,,,,,,,,,,,,,,,,,,,
1501867734819000000,,,613358.0,548122.0,,,,,,,,,,,,,,,,,,,,
1501867734821000000,,,976479.0,1177053.0,,,,,,,,,,,,,,,,,,,,
1501867734824000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734826000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734828000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734831000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734833000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734835000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734838000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734840000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734843000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734845000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734847000000,,,8366937.0,8173424.0,,,,,,,,,,,,,,,,,,,,
1501867734849000000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1501867734923000000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1501867734925000000,,,,,,,,,,,,,,,,,,,,,7.0,5.0,,
1501867734928000000,,,,,,,,,,,,,,,,,,,,,1191652.0,929857.0,,
1501867734930000000,,,,,,,,,,,,,,,,,,,,,967801.0,1071103.0,,
1501867734932000000,,,,,,,,,,,,,,,,,,,,,951050.0,1247748.0,,
1501867734935000000,,,,,,,,,,,,,,,,,,,,,762160.0,1358633.0,,
1501867734937000000,,,,,,,,,,,,,,,,,,,,,966617.0,999439.0,,
1501867734940000000,,,,,,,,,,,,,,,,,,,,,1440422.0,1151662.0,,
1501867734942000000,,,,,,,,,,,,,,,,,,,,,1309196.0,828008.0,,
1501867734945000000,,,,,,,,,,,,,,,,,,,,,852549.0,779480.0,,
1501867734947000000,,,,,,,,,,,,,,,,,,,,,1.0,898336.0,,
1501867734949000000,,,,,,,,,,,,,,,,,,,,,1.0,1097986.0,,
1501867734952000000,,,,,,,,,,,,,,,,,,,,,1.0,918081.0,,
1501867734954000000,,,,,,,,,,,,,,,,,,,,,1.0,1097913.0,,
1501867734956000000,,,,,,,,,,,,,,,,,,,,,544461.0,1307694.0,,
1501867734959000000,,,,,,,,,,,,,,,,,,,,,774357.0,595301.0,,
1501867734961000000,,,,,,,,,,,,,,,,,,,,,1138092.0,1176786.0,,
1501867734963000000,,,,,,,,,,,,,,,,,,,,,693373.0,819702.0,,
1501867734965000000,,,,,,,,,,,,,,,,,,,,,1302904.0,844185.0,,
1501867734968000000,,,,,,,,,,,,,,,,,,,,,1263788.0,723245.0,,
1501867734970000000,,,,,,,,,,,,,,,,,,,,,1252567.0,797468.0,,
1501867734972000000,,,,,,,,,,,,,,,,,,,,,1188501.0,458035.0,,
1501867734975000000,,,,,,,,,,,,,,,,,,,,,1154320.0,659853.0,,
1501867734977000000,,,,,,,,,,,,,,,,,,,,,926551.0,656925.0,,
1501867734979000000,,,,,,,,,,,,,,,,,,,,,855411.0,767338.0,,
1501867734982000000,,,,,,,,,,,,,,,,,,,,,1098719.0,824004.0,,
1501867734984000000,,,,,,,,,,,,,,,,,,,,,797591.0,641475.0,,
1501867734986000000,,,,,,,,,,,,,,,,,,,,,759048.0,584475.0,,
1501867734988000000,,,,,,,,,,,,,,,,,,,,,1228205.0,659011.0,,
1501867734991000000,,,,,,,,,,,,,,,,,,,,,1261508.0,549172.0,,
1501867734993000000,,,,,,,,,,,,,,,,,,,,,851338.0,731010.0,,
1501867734995000000,,,,,,,,,,,,,,,,,,,,,597386.0,1216779.0,,
1501867734998000000,,,,,,,,,,,,,,,,,,,,,1005577.0,451458.0,,
1501867735000000000,,,,,,,,,,,,,,,,,,,,,731797.0,1026024.0,,
1501867735108000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735111000000,,,,,,,7.0,5.0,,,,,,,,,,,,,,,,
1501867735113000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735116000000,,,,,,,4333054.0,6549786.0,,,,,,,,,,,,,,,,
1501867735118000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735120000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735123000000,,,,,,,908219.0,751994.0,,,,,,,,,,,,,,,,
1501867735125000000,,,,,,,698125.0,912569.0,,,,,,,,,,,,,,,,
1501867735127000000,,,,,,,621230.0,1004221.0,,,,,,,,,,,,,,,,
1501867735129000000,,,,,,,822058.0,756426.0,,,,,,,,,,,,,,,,
1501867735132000000,,,,,,,1044283.0,692885.0,,,,,,,,,,,,,,,,
1501867735134000000,,,,,,,1390611.0,1012614.0,,,,,,,,,,,,,,,,
1501867735136000000,,,,,,,807917.0,894153.0,,,,,,,,,,,,,,,,
1501867735139000000,,,,,,,970647.0,933462.0,,,,,,,,,,,,,,,,
1501867735141000000,,,,,,,1306314.0,545315.0,,,,,,,,,,,,,,,,
1501867735143000000,,,,,,,594358.0,773223.0,,,,,,,,,,,,,,,,
1501867735146000000,,,,,,,1178463.0,1138539.0,,,,,,,,,,,,,,,,
1501867735148000000,,,,,,,818967.0,692264.0,,,,,,,,,,,,,,,,
1501867735150000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735152000000,,,,,,,1331361.0,912826.0,,,,,,,,,,,,,,,,
1501867735155000000,,,,,,,1103410.0,1071487.0,,,,,,,,,,,,,,,,
1501867735158000000,,,,,,,508925.0,582292.0,,,,,,,,,,,,,,,,
1501867735160000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735163000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735165000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735168000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735170000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735173000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735175000000,,,,,,,1.0,1406.0,,,,,,,,,,,,,,,,
1501867735178000000,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1501867735181000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735183000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867735185000000,,,,,,,8341253.0,7554199.0,,,,,,,,,,,,,,,,
1501867735188000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867736153000000,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1501867736155000000,,,,,,,,,,,,,,,,,7.0,5.0,,,,,,
1501867736157000000,,,,,,,,,,,,,,,,,1078339.0,638266.0,,,,,,
