time,leaf1 input packet rate,leaf1 output packet rate,leaf2 input packet rate,leaf2 output packet rate,leaf3 input packet rate,leaf3 output packet rate,leaf4 input packet rate,leaf4 output packet rate,leaf5 input packet rate,leaf5 output packet rate,leaf6 input packet rate,leaf6 output packet rate,leaf7 input packet rate,leaf7 output packet rate,leaf8 input packet rate,leaf8 output packet rate,spine1 input packet rate,spine1 output packet rate,spine2 input packet rate,spine2 output packet rate,spine3 input packet rate,spine3 output packet rate,spine4 input packet rate,spine4 output packet rate
1501867420322000000,,,,,,,,,,,,,,,,,,,931995,953267,,,,
1501867420324000000,,,,,,,,,,,,,,,,,,,807945,543092,,,,
1501867420327000000,,,,,,,,,,,,,,,,,,,775997,769940,,,,
1501867420329000000,,,,,,,,,,,,,,,,,,,1133454,702432,,,,
1501867420332000000,,,,,,,,,,,,,,,,,,,722608,712535,,,,
1501867420335000000,,,,,,,,,,,,,,,,,,,1263555,529886,,,,
1501867420337000000,,,,,,,,,,,,,,,,,,,777184,859073,,,,
1501867420340000000,,,,,,,,,,,,,,,,,,,1267835,641776,,,,
1501867420342000000,,,,,,,,,,,,,,,,,,,1062783,670857,,,,
1501867420344000000,,,,,,,,,,,,,,,,,,,887922,1166871,,,,
1501867420347000000,,,,,,,,,,,,,,,,,,,775369,800817,,,,
1501867420349000000,,,,,,,,,,,,,,,,,,,614045,582770,,,,
1501867420351000000,,,,,,,,,,,,,,,,,,,999773,945181,,,,
1501867420353000000,,,,,,,,,,,,,,,,,,,567186,877875,,,,
1501867420356000000,,,,,,,,,,,,,,,,,,,717613,520000,,,,
1501867420358000000,,,,,,,,,,,,,,,,,,,1189436,840594,,,,
1501867420360000000,,,,,,,,,,,,,,,,,,,1167647,869588,,,,
1501867420479000000,0,0,,,,,,,,,,,,,,,,,,,,,,
1501867420481000000,9,16,,,,,,,,,,,,,,,,,,,,,,
1501867420484000000,3998206,3026522,,,,,,,,,,,,,,,,,,,,,,
1501867420487000000,3479102,3967642,,,,,,,,,,,,,,,,,,,,,,
1501867420489000000,0,0,,,,,,,,,,,,,,,,,,,,,,
1501867420491000000,0,0,,,,,0,0,,,,,,,,,,,,,,,,
1501867420493000000,,,,,,,7,5,,,,,,,,,,,,,,,,
1501867420494000000,632614,1083465,,,,,,,,,,,,,,,,,,,,,,
1501867420495000000,,,,,,,0,0,,,,,,,,,,,,,,,,
1501867420496000000,603203,990073,,,,,,,,,,,,,,,,,,,,,,
1501867420498000000,,,,,,,4355623,6586344,,,,,,,,,,,,,,,,
1501867420499000000,1244955,853645,,,,,,,,,,,,,,,,,,,,,,
1501867420500000000,,,,,,,0,0,,,,,,,,,,,,,,,,
1501867420501000000,961600,1134367,,,,,,,,,,,,,,,,,,,,,,
1501867420503000000,605786,1046387,,,,,0,0,,,,,,,,,,,,,,,,
1501867420505000000,,,,,,,937397,763584,,,,,,,,,,,,,,,,
1501867420506000000,287890,727413,,,,,,,,,,,,,,,,,,,,,,
1501867420507000000,,,,,,,697959,920133,,,,,,,,,,,,,,,,
1501867420508000000,1397846,745527,,,,,,,,,,,,,,,,,,,,,,
1501867420510000000,618417,1544619,,,,,622332,1009658,,,,,,,,,,,,,,,,
1501867420512000000,,,,,,,823308,753933,,,,,,,,,,,,,,,,
1501867420513000000,945683,1172558,,,,,,,,,,,,,,,,,,,,,,
1501867420515000000,1065360,972822,,,,,1080722,690073,,,,,,,,,,,,,,,,
1501867420517000000,,,,,,,1386867,1013043,,,,,,,,,,,,,,,,
1501867420518000000,1247006,938090,,,,,,,,,,,,,,,,,,,,,,
1501867420520000000,1360540,758038,,,,,806177,891027,,,,,,,,,,,,,,,,
1501867420522000000,768038,1058835,,,,,953798,933707,,,,,,,,,,,,,,,,
1501867420525000000,819279,945968,,,,,1263482,555267,,,,,,,,,,,,,,,,
1501867420527000000,1403670,1005773,,,,,587558,795502,,,,,,,,,,,,,,,,
1501867420529000000,1070015,888770,,,,,1175745,1126570,,,,,,,,,,,,,,,,
1501867420532000000,0,0,,,,,822415,676330,,,,,,,,,,,,,,,,
1501867420534000000,0,0,,,,,0,0,,,,,,,,,,,,,,,,
1501867420536000000,0,0,,,,,,,,,,,,,,,,,,,,,,
1501867420537000000,,,,,,,1355780,908335,,,,,,,,,,,,,,,,
1501867420538000000,0,0,,,,,,,,,,,,,,,,,,,,,,
1501867420539000000,,,,,,,1080105,1078746,,,,,,,,,,,,,,,,
1501867420541000000,0,0,,,,,514335,584918,,,,,,,,,,,,,,,,
1501867420543000000,0,0,,,,,,,,,,,,,,,,,,,,,,
1501867420544000000,,,,,,,0,0,,,,,,,,,,,,,,,,
1501867420545000000,0,0,,,,,,,,,,,,,,,,,,,,,,
1501867420546000000,,,,,,,0,0,,,,,,,,,,,,,,,,
1501867420548000000,0,0,,,,,0,0,,,,,,,,,,,,,,,,
1501867420550000000,0,0,,,,,0,0,,,,,,,,,,,,,,,,
1501867420552000000,0,0,,,,,,,,,,,,,,,,,,,,,,
1501867420553000000,,,,,,,0,0,,,,,,,,,,,,,,,,
1501867420555000000,8389256,8037632,,,,,0,0,,,,,,,,,,,,,,,,
1501867420557000000,0,0,,,,,,,,,,,,,,,,,,,,,,
1501867420558000000,,,,,,,2,1403,,,,,,,,,,,,,,,,
1501867420561000000,,,,,,,1,1,,,,,,,,,,,,,,,,
1501867420563000000,,,,,,,0,0,,,,,,,,,,,,,,,,
1501867420566000000,,,,,,,0,0,,,,,,,,,,,,,,,,
1501867420568000000,,,,,,,8342520,7519825,,,,,,,,,,,,,,,,
1501867420571000000,,,,,,,0,0,,,,,,,,,,,,,,,,
1501867421317000000,,,,,,,,,,,,,,,,,,,,,0,0,,
1501867421319000000,,,,,,,,,,,,,,,,,,,,,7,5,,
1501867421323000000,,,,,,,,,,,,,,,,,,,,,1173627,943170,,
1501867421329000000,,,,,,,,,,,,,,,,,,,,,972638,1065782,,
1501867421331000000,,,,,,,,,,,,,,,,,,,,,937751,1249112,,
1501867421334000000,,,,,,,,,,,,,,,,,,,,,758284,1359134,,
1501867421336000000,,,,,,,,,,,,,,,,,,,,,969217,971015,,
1501867421339000000,,,,,,,,,,,,,,,,,,,,,1435019,1141202,,
1501867421341000000,,,,,,,,,,,,,,,,,,,,,1317550,823149,,
1501867421344000000,,,,,,,,,,,,,,,,,,,,,825315,755966,,
1501867421346000000,,,,,,,,,,,,,,,,,,,,,1,893101,,
1501867421348000000,,,,,,,,,,,,,,,,,,,,,1,1074860,,
1501867421351000000,,,,,,,,,,,,,,,,,,,,,1,929244,,
1501867421353000000,,,,,,,,,,,,,,,,,,,,,1,1096433,,
1501867421356000000,,,,,,,,,,,,,,,,,,,,,554411,1261498,,
1501867421358000000,,,,,,,,,,,,,,,,,,,,,796454,587772,,
1501867421361000000,,,,,,,,,,,,,,,,,,,,,1124844,1173038,,
1501867421363000000,,,,,,,,,,,,,,,,,,,,,677308,822731,,
1501867421366000000,,,,,,,,,,,,,,,,,,,,,1292833,843498,,
1501867421368000000,,,,,,,,,,,,,,,,,,,,,1245888,705747,,
1501867421371000000,,,,,,,,,,,,,,,,,,,,,1230480,794326,,
1501867421373000000,,,,,,,,,,,,,,,,,,,,,1175652,454882,,
1501867421375000000,,,,,,,,,,,,,,,,,,,,,1155920,682269,,
1501867421378000000,,,,,,,,,,,,,,,,,,,,,926981,653929,,
1501867421380000000,,,,,,,,,,,,,,,,,,,,,830499,787987,,
1501867421383000000,,,,,,,,,,,,,,,,,,,,,1109241,825751,,
1501867421385000000,,,,,,,,,,,,,,,,,,,,,784405,645485,,
1501867421388000000,,,,,,,,,,,,,,,,,,,,,767949,579819,,
1501867421390000000,,,,,,,,,,,,,,,,,,,,,1228845,653664,,
1501867421392000000,,,,,,,,,,,,,,,,,,,,,1271855,549919,,
1501867421395000000,,,,,,,,,,,,,,,,,,,,,832014,725589,,
1501867421397000000,,,,,,,,,,,,,,,,,,,,,580020,1190945,,
1501867421400000000,,,,,,,,,,,,,,,,,,,,,990364,443113,,
1501867421402000000,,,,,,,,,,,,,,,,,,,,,722389,1005475,,
1501867421492000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421496000000,,,,,,,,,6,4,,,,,,,,,,,,,,
1501867421500000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421504000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421507000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421510000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421513000000,,,,,,,,,1969074,990236,,,,,,,,,,,,,,
1501867421515000000,,,,,,,,,,,,,,,,,0,0,,,,,,
1501867421516000000,,,,,,,,,1423123,1193451,,,,,,,,,,,,,,
1501867421517000000,,,,,,,,,,,,,,,,,7,5,,,,,,
1501867421520000000,,,,,,,,,1289657,743895,,,,,,,1084682,631968,,,,,,
1501867421522000000,,,,,,,,,,,,,,,,,986782,605184,,,,,,
1501867421523000000,,,,,,,,,1363463,952519,,,,,,,,,,,,,,
1501867421524000000,,,,,,,,,,,,,,,,,849641,1249155,,,,,,
1501867421526000000,,,,,,,,,541942,814125,,,,,,,,,,,,,,
1501867421527000000,,,,,,,,,,,,,,,,,1133022,961427,,,,,,
1501867421529000000,,,,,,,,,,,,,,,,,680250,866632,,,,,,
1501867421531000000,,,,,,,,,,,,,,,,,864045,1071307,,,,,,
1501867421533000000,,,,,,,,,,,,,,,,,1173711,1067595,,,,,,
1501867421535000000,,,,,,,,,772826,775520,,,,,,,,,,,,,,
1501867421536000000,,,,,,,,,,,,,,,,,399296,1501418,,,,,,
1501867421538000000,,,,,,,,,,,,,,,,,7508799,691919,,,,,,
1501867421539000000,,,,,,,,,703951,1135558,,,,,,,,,,,,,,
1501867421540000000,,,,,,,,,,,,,,,,,7107791,577995,,,,,,
1501867421542000000,,,,,,,,,712746,719835,,,,,,,,,,,,,,
1501867421543000000,,,,,,,,,,,,,,,,,1,1285416,,,,,,
1501867421545000000,,,,,,,,,844247,1293572,,,,,,,1,1055596,,,,,,
1501867421547000000,,,,,,,,,,,,,,,,,765147,935570,,,,,,
1501867421548000000,,,,,,,,,707349,1247546,,,,,,,,,,,,,,
1501867421549000000,,,,,,,,,,,,,,,,,920390,701223,,,,,,
1501867421552000000,,,,,,,,,793309,1231877,,,,,,,1018218,621697,,,,,,
1501867421554000000,,,,,,,,,,,,,,,,,757430,821780,,,,,,
1501867421556000000,,,,,,,,,454564,1174175,,,,,,,989827,1968283,,,,,,
1501867421559000000,,,,,,,,,,,,,,,,,1192616,1423154,,,,,,
1501867421561000000,,,,,,,,,1021330,787124,,,,,,,744457,1289458,,,,,,
1501867421563000000,,,,,,,,,,,,,,,,,953528,1363791,,,,,,
1501867421566000000,,,,,,,,,,,,,,,,,599184,1400604,,,,,,
1501867421567000000,,,,,,,,,904001,361876,,,,,,,,,,,,,,
1501867421568000000,,,,,,,,,,,,,,,,,797276,918971,,,,,,
1501867421570000000,,,,,,,,,460486,618827,,,,,,,933914,1500462,,,,,,
1501867421573000000,,,,,,,,,446153,1029436,,,,,,,743677,955441,,,,,,
1501867421575000000,,,,,,,,,,,,,,,,,1034156,2207019,,,,,,
1501867421577000000,,,,,,,,,,,,,,,,,980067,2465013,,,,,,
1501867421580000000,,,,,,,,,,,,,,,,,1008746,2242212,,,,,,
1501867421582000000,,,,,,,,,,,,,,,,,761445,1462665,,,,,,
1501867421583000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421584000000,,,,,,,,,,,,,,,,,1136860,1096160,,,,,,
1501867421586000000,,,,,,,,,0,0,,,,,,,1135309,1751594,,,,,,
1501867421589000000,,,,,,,,,,,,,,,,,970876,1665488,,,,,,
1501867421590000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421591000000,,,,,,,,,,,,,,,,,662470,1538757,,,,,,
1501867421592000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421598000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421601000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421605000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421609000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421612000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421614000000,,,,,,,,,0,0,,,,,,,,,,,,,,
1501867421616000000,,,,,,,,,7419274,7431934,,,,,,,,,,,,,,
1501867421619000000,,,,,,,,,7647524,6974709,,,,,,,,,,,,,,
1501867421812000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421815000000,,,,,6,4,,,,,,,,,,,,,,,,,,
1501867421817000000,,,,,3457802,4275826,,,,,,,,,,,,,,,,,,
1501867421819000000,,,,,2858145,3080576,,,,,,,,,,,,,,,,,,
1501867421822000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421824000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421826000000,,,,,688165,7516627,,,,,,,,,,,,,,,,,,
1501867421829000000,,,,,575267,7106125,,,,,,,,,,,,,,,,,,
1501867421831000000,,,,,1282936,1,,,,,,,,,,,,,,,,,,
1501867421834000000,,,,,1057920,1,,,,,,,,,,,,,,,,,,
1501867421836000000,,,,,928979,1,,,,,,,,,,,,,,,,,,
1501867421838000000,,,,,1083108,1,,,,,,,,,,,,,,,,,,
1501867421841000000,,,,,874553,1,,,,,,,,,,,,,,,,,,
1501867421843000000,,,,,816607,1,,,,,,,,,,,,,,,,,,
1501867421846000000,,,,,894377,1,,,,,,,,,,,,,,,,,,
1501867421848000000,,,,,1080814,1,,,,,,,,,,,,,,,,,,
1501867421851000000,,,,,930595,1,,,,,,,,,,,,,,,,,,
1501867421853000000,,,,,1091673,1,,,,,,,,,,,,,,,,,,
1501867421855000000,,,,,1039661,1,,,,,,,,,,,,,,,,,,
1501867421857000000,,,,,1082510,1,,,,,,,,,,,,,,,,,,
1501867421860000000,,,,,1011902,1,,,,,,,,,,,,,,,,,,
1501867421862000000,,,,,1131837,1,,,,,,,,,,,,,,,,,,
1501867421864000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421867000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421869000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421871000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421874000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421876000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421878000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421881000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421892000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421894000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867421897000000,,,,,8306274,8212338,,,,,,,,,,,,,,,,,,
1501867421899000000,,,,,0,0,,,,,,,,,,,,,,,,,,
1501867423054000000,,,,,,,,,,,,,,,,,,,,,,,0,0
1501867423056000000,,,,,,,,,,,,,,,,,,,,,,,7,5
1501867423059000000,,,,,,,,,,,,,,,,,,,,,,,1054721,777960
1501867423061000000,,,,,,,,,,,,,,,,,,,,,,,947996,816245
1501867423063000000,,,,,,,,,,,,,,,,,,,,,,,1003274,1405088
1501867423065000000,,,,,,,,,,,,,,,,,,,,,,,883023,1067653
1501867423068000000,,,,,,,,,,,,,,,,,,,,,,,1282392,1047931
1501867423070000000,,,,,,,,,,,,,,,,,,,,,,,920831,875038
1501867423072000000,,,,,,,,,,,,,,,,,,,,,,,536241,620475
1501867423075000000,,,,,,,,,,,,,,,,,,,,,,,1179307,1007596
1501867423077000000,,,,,,,,,,,,,,,,,,,,,,,1,1039506
1501867423079000000,,,,,,,,,,,,,,,,,,,,,,,1,1079603
1501867423082000000,,,,,,,,,,,,,,,,,,,,,,,1,1013348
1501867423084000000,,,,,,,,,,,,,,,,,,,,,,,1,1127285
1501867423086000000,,,,,,,,,,,,,,,,,,,,,,,0,0
1501867423089000000,,,,,,,,,,,,,,,,,,,,,,,910274,1352265
1501867423091000000,,,,,,,,,,,,,,,,,,,,,,,1075330,1081909
1501867423093000000,,,,,,,,,,,,,,,,,,,,,,,588186,508588
1501867423095000000,,,,,,,,,,,,,,,,,,,,,,,779770,1018706
1501867423098000000,,,,,,,,,,,,,,,,,,,,,,,363018,902188
1501867423100000000,,,,,,,,,,,,,,,,,,,,,,,617083,459465
1501867423102000000,,,,,,,,,,,,,,,,,,,,,,,1034836,446311
1501867423105000000,,,,,,,,,,,,,,,,,,,,,,,1092170,381949
1501867423107000000,,,,,,,,,,,,,,,,,,,,,,,1026896,694041
1501867423109000000,,,,,,,,,,,,,,,,,,,,,,,1287853,457930
1501867423111000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423112000000,,,,,,,,,,,,,,,,,,,,,,,758307,558450
1501867423113000000,,,,,,,,,,,,,6,5,,,,,,,,,,
1501867423114000000,,,,,,,,,,,,,,,,,,,,,,,1208289,350640
1501867423116000000,,,,,,,,,,,,,0,0,,,,,,,,,1239277,472188
1501867423118000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423119000000,,,,,,,,,,,,,,,,,,,,,,,777324,498175
1501867423120000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423121000000,,,,,,,,,,,,,,,,,,,,,,,1065531,868684
1501867423123000000,,,,,,,,,,,,,0,0,,,,,,,,,1502606,1071837
1501867423125000000,,,,,,,,,,,,,2205701,1036667,,,,,,,,,,
1501867423126000000,,,,,,,,,,,,,,,,,,,,,,,1026213,658795
1501867423127000000,,,,,,,,,,,,,2472006,979260,,,,,,,,,,
1501867423128000000,,,,,,,,,,,,,,,,,,,,,,,597850,797181
1501867423130000000,,,,,,,,,,,,,2245170,1009841,,,,,,,,,,
1501867423131000000,,,,,,,,,,,,,,,,,,,,,,,443523,745337
1501867423132000000,,,,,,,,,,,,,1462769,759408,,,,,,,,,,
1501867423134000000,,,,,,,,,,,,,1169499,892457,,,,,,,,,,
1501867423137000000,,,,,,,,,,,,,798084,771822,,,,,,,,,,
1501867423139000000,,,,,,,,,,,,,583773,615794,,,,,,,,,,
1501867423141000000,,,,,,,,,,,,,947851,994684,,,,,,,,,,
1501867423144000000,,,,,,,,,,,,,644774,782797,,,,,,,,,,
1501867423146000000,,,,,,,,,,,,,577915,772640,,,,,,,,,,
1501867423148000000,,,,,,,,,,,,,652960,1231050,,,,,,,,,,
1501867423151000000,,,,,,,,,,,,,555416,1264586,,,,,,,,,,
1501867423153000000,,,,,,,,,,,,,350556,1208336,,,,,,,,,,
1501867423156000000,,,,,,,,,,,,,472414,1238684,,,,,,,,,,
1501867423158000000,,,,,,,,,,,,,497963,777021,,,,,,,,,,
1501867423161000000,,,,,,,,,,,,,868691,1065466,,,,,,,,,,
1501867423163000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423166000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423168000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423171000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423173000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423175000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423178000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423180000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423182000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423184000000,,,,,,,,,,,,,0,0,,,,,,,,,,
1501867423187000000,,,,,,,,,,,,,7907665,8203748,,,,,,,,,,
1501867423189000000,,,,,,,,,,,,,7491995,8300903,,,,,,,,,,
1501867423307000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423310000000,,,,,,,,,,,6,4,,,,,,,,,,,,
1501867423312000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423315000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423317000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423320000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423322000000,,,,,,,,,,,1403107,606103,,,,,,,,,,,,
1501867423325000000,,,,,,,,,,,919869,794038,,,,,,,,,,,,
1501867423327000000,,,,,,,,,,,1516717,937461,,,,,,,,,,,,
1501867423329000000,,,,,,,,,,,949637,746613,,,,,,,,,,,,
1501867423332000000,,,,,,,,,,,526621,1259862,,,,,,,,,,,,
1501867423334000000,,,,,,,,,,,860634,779406,,,,,,,,,,,,
1501867423337000000,,,,,,,,,,,642360,1274087,,,,,,,,,,,,
1501867423339000000,,,,,,,,,,,669644,1063064,,,,,,,,,,,,
1501867423341000000,,,,,,,,,,,682037,1156404,,,,,,,,,,,,
1501867423344000000,,,,,,,,,,,646574,925477,,,,,,,,,,,,
1501867423346000000,,,,,,,,,,,789533,830880,,,,,,,,,,,,
1501867423348000000,,,,,,,,,,,820613,1113205,,,,,,,,,,,,
1501867423351000000,,,,,,,,,,,380254,1087294,,,,,,,,,,,,
1501867423353000000,,,,,,,,,,,697116,1032428,,,,,,,,,,,,
1501867423355000000,,,,,,,,,,,456465,1292294,,,,,,,,,,,,
1501867423357000000,,,,,,,,,,,562151,758494,,,,,,,,,,,,
1501867423360000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423362000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423364000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423367000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423369000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423372000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423374000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423376000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423379000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423381000000,,,,,,,,,,,0,0,,,,,,,,,,,,
1501867423383000000,,,,,,,,,,,7889046,6356666,,,,,,,,,,,,
1501867423386000000,,,,,,,,,,,7751127,6153591,,,,,,,,,,,,
1501867423536000000,,,0,0,,,,,,,,,,,,,,,,,,,,
1501867423538000000,,,0,0,,,,,,,,,,,,,,,,,,,,
1501867423542000000,,,6,4,,,,,,,,,,,,,,,,,,,,
1501867423545000000,,,3796729,4080432,,,,,,,,,,,,,,,,,,,,
1501867423547000000,,,3862185,3389595,,,,,,,,,,,,,,,,,,,,
1501867423550000000,,,0,0,,,,,,,,,,,,,,,,,,,,
1501867423556000000,,,0,0,,,,,,,,,,,,,,,,,,,,
1501867423564000000,,,866869,680097,,,,,,,,,,,,,,,,,,,,
1501867423567000000,,,1073049,866996,,,,,,,,,,,,,,,,,,,,
1501867423571000000,,,1068003,1173608,,,,,,,,,,,,,,,,,,,,
1501867423574000000,,,1510751,398563,,,,,,,,,,,,,,,,,,,,
1501867423578000000,,,750814,943977,,,,,,,,,,,,,,,,,,,,
1501867423583000000,,,1059181,1305877,,,,,,,,,,,,,,,,,,,,
1501867423586000000,,,1107709,851709,,,,,,,,,,,,,,,,,,,,
1501867423589000000,,,967557,1338771,,,,,,,,,,,,,,,,,,,,
1501867423592000000,,,964101,965038,,,,,,,,,,,,,,,,,,,,
1501867423595000000,,,1139616,1434204,,,,,,,,,,,,,,,,,,,,
1501867423598000000,,,828489,1317268,,,,,,,,,,,,,,,,,,,,
1501867423601000000,,,752968,827936,,,,,,,,,,,,,,,,,,,,
1501867423605000000,,,1049157,1283442,,,,,,,,,,,,,,,,,,,,
1501867423608000000,,,874873,923299,,,,,,,,,,,,,,,,,,,,
1501867423611000000,,,621342,535869,,,,,,,,,,,,,,,,,,,,
1501867423613000000,,,1008050,1178724,,,,,,,,,,,,,,,,,,,,
1501867423617000000,,,0,0,,,,,,,,,,,,,,,,,,,,
